theta,effect
-0.16,0.1708239837126467
-0.1598,0.17002398371264663
-0.1596,0.16922398371264671
-0.15940000000000001,0.1684239837126468
-0.1592,0.16762398371264675
-0.159,0.1668239837126466
-0.1588,0.16602398371264668
-0.1586,0.16522398371264657
-0.1584,0.16442398371264672
-0.1582,0.16362398371264655
-0.158,0.16282398371264664
-0.1578,0.16202398371264654
-0.1576,0.1612239837126467
-0.1574,0.1604239837126466
-0.1572,0.1596239837126467
-0.157,0.15882398371264678
-0.1568,0.15802398371264653
-0.15660000000000002,0.15722398371264681
-0.1564,0.1564239837126467
-0.1562,0.1556239837126468
-0.156,0.15482398371264663
-0.1558,0.15402398371264667
-0.15560000000000002,0.1532239837126467
-0.1554,0.1524239837126468
-0.1552,0.1516239837126466
-0.155,0.15082398371264658
-0.1548,0.1500239837126466
-0.15460000000000002,0.14922398371264675
-0.1544,0.14842398371264678
-0.1542,0.14762398371264668
-0.154,0.14682398371264657
-0.1538,0.14602398371264672
-0.15360000000000001,0.1452239837126466
-0.1534,0.14442398371264678
-0.1532,0.14362398371264667
-0.153,0.14282398371264657
-0.1528,0.1420239837126467
-0.1526,0.1412239837126466
-0.1524,0.14042398371264678
-0.1522,0.13962398371264667
-0.152,0.13882398371264656
-0.1518,0.1380239837126466
-0.1516,0.13722398371264674
-0.1514,0.13642398371264677
-0.1512,0.13562398371264672
-0.151,0.13482398371264656
-0.1508,0.13402398371264665
-0.1506,0.13322398371264668
-0.1504,0.1324239837126467
-0.1502,0.13162398371264653
-0.15,0.1308239837126466
-0.1498,0.1300239837126465
-0.1496,0.1292239837126468
-0.1494,0.12842398371264657
-0.1492,0.12762398371264666
-0.149,0.12682398371264675
-0.14880000000000002,0.12602398371264664
-0.1486,0.12522398371264679
-0.1484,0.1244239837126467
-0.1482,0.12362398371264678
-0.148,0.1228239837126466
-0.14780000000000001,0.12202398371264676
-0.1476,0.12122398371264666
-0.1474,0.12042398371264675
-0.1472,0.11962398371264658
-0.147,0.11882398371264655
-0.1468,0.11802398371264664
-0.1466,0.11722398371264672
-0.1464,0.11642398371264662
-0.1462,0.11562398371264664
-0.146,0.11482398371264654
-0.1458,0.11402398371264669
-0.1456,0.1132239837126466
-0.1454,0.11242398371264674
-0.1452,0.11162398371264663
-0.145,0.11082398371264654
-0.1448,0.11002398371264681
-0.1446,0.10922398371264659
-0.1444,0.10842398371264673
-0.1442,0.10762398371264663
-0.14400000000000002,0.10682398371264686
-0.1438,0.10602398371264668
-0.1436,0.10522398371264671
-0.1434,0.10442398371264673
-0.1432,0.1036239837126467
-0.14300000000000002,0.10282398371264666
-0.1428,0.10202398371264662
-0.1426,0.10122398371264664
-0.1424,0.10042398371264667
-0.1422,0.0996239837126465
-0.14200000000000002,0.09882398371264671
-0.1418,0.09802398371264655
-0.1416,0.09722398371264676
-0.1414,0.09642398371264653
-0.1412,0.09562398371264662
-0.14100000000000001,0.0948239837126467
-0.1408,0.09402398371264661
-0.1406,0.09322398371264676
-0.1404,0.09242398371264667
-0.1402,0.09162398371264675
-0.14,0.0908239837126467
-0.1398,0.09002398371264661
-0.1396,0.08922398371264663
-0.1394,0.08842398371264672
-0.1392,0.08762398371264656
-0.139,0.08682398371264677
-0.1388,0.0860239837126466
-0.1386,0.0852239837126467
-0.1384,0.08442398371264671
-0.1382,0.08362398371264661
-0.138,0.08282398371264664
-0.1378,0.08202398371264666
-0.1376,0.08122398371264657
-0.1374,0.08042398371264678
-0.1372,0.0796239837126466
-0.137,0.07882398371264676
-0.1368,0.07802398371264678
-0.1366,0.07722398371264656
-0.1364,0.07642398371264683
-0.1362,0.0756239837126466
-0.136,0.07482398371264676
-0.1358,0.07402398371264665
-0.1356,0.07322398371264668
-0.1354,0.07242398371264665
-0.1352,0.07162398371264667
-0.135,0.07082398371264663
-0.1348,0.07002398371264665
-0.1346,0.06922398371264661
-0.1344,0.06842398371264664
-0.1342,0.06762398371264666
-0.134,0.06682398371264668
-0.1338,0.06602398371264659
-0.1336,0.06522398371264673
-0.1334,0.0644239837126465
-0.1332,0.06362398371264685
-0.133,0.06282398371264668
-0.1328,0.062023983712646516
-0.1326,0.061223983712646736
-0.1324,0.06042398371264663
-0.1322,0.05962398371264678
-0.132,0.05882398371264668
-0.1318,0.05802398371264671
-0.1316,0.05722398371264654
-0.13140000000000002,0.05642398371264675
-0.1312,0.055623983712646714
-0.131,0.05482398371264674
-0.1308,0.05402398371264657
-0.1306,0.05322398371264673
-0.13040000000000002,0.052423983712646685
-0.1302,0.05162398371264671
-0.13,0.05082398371264661
-0.1298,0.05002398371264664
-0.1296,0.04922398371264653
-0.12940000000000002,0.04842398371264681
-0.1292,0.04762398371264658
-0.129,0.04682398371264661
-0.1288,0.04602398371264676
-0.1286,0.04522398371264653
-0.12840000000000001,0.04442398371264681
-0.1282,0.043623983712646704
-0.128,0.04282398371264673
-0.1278,0.04202398371264663
-0.1276,0.04122398371264665
-0.1274,0.04042398371264674
-0.1272,0.03962398371264676
-0.127,0.0388239837126466
-0.1268,0.038023983712646627
-0.1266,0.03722398371264658
-0.1264,0.03642398371264667
-0.1262,0.03562398371264676
-0.126,0.03482398371264666
-0.1258,0.03402398371264643
-0.1256,0.03322398371264671
-0.1254,0.032423983712646605
-0.1252,0.03162398371264682
-0.125,0.030823983712646656
-0.1248,0.03002398371264649
-0.1246,0.029223983712646767
-0.12440000000000001,0.0284239837126466
-0.1242,0.02762398371264688
-0.124,0.026823983712646653
-0.1238,0.02602398371264655
-0.1236,0.025223983712646638
-0.12340000000000001,0.024423983712646726
-0.1232,0.023623983712646686
-0.123,0.02282398371264671
-0.12279999999999999,0.022023983712646546
-0.1226,0.021223983712646572
-0.12240000000000001,0.02042398371264666
-0.1222,0.019623983712646682
-0.122,0.01882398371264658
-0.12179999999999999,0.018023983712646605
-0.1216,0.017223983712646503
-0.12140000000000001,0.01642398371264678
-0.1212,0.015623983712646552
-0.121,0.014823983712646704
-0.1208,0.014023983712646728
-0.1206,0.013223983712646563
-0.12040000000000001,0.012423983712646778
-0.1202,0.011623983712646677
-0.12,0.010823983712646701
-0.1198,0.010023983712646598
-0.1196,0.00922398371264675
-0.1194,0.008423983712646585
-0.1192,0.007623983712646736
-0.119,0.006823983712646571
-0.1188,0.006023983712646659
-0.11860000000000001,0.005223983712646619
-0.1184,0.004423983712646772
-0.1182,0.0036239837126466057
-0.118,0.0028239837126466305
-0.1178,0.0020239837126465915
-0.11760000000000001,0.0012239837126466796
-0.1174,0.00042398371264657745
-0.1172,-0.00037601628735320754
-0.11699999999999999,-0.0011760162873533733
-0.1168,-0.0019760162873534754
-0.11660000000000001,-0.002776016287353197
-0.1164,-0.003576016287353426
-0.1162,-0.004376016287353275
-0.11599999999999999,-0.005176016287353377
-0.1158,-0.005976016287353352
-0.11560000000000001,-0.006776016287353327
-0.1154,-0.007576016287353303
-0.1152,-0.00837601628735334
-0.11499999999999999,-0.009176016287353381
-0.1148,-0.009976016287353482
-0.11460000000000001,-0.010776016287353331
-0.1144,-0.01157601628735337
-0.1142,-0.012376016287353344
-0.114,-0.01317601628735332
-0.1138,-0.013976016287353359
-0.1136,-0.014776016287353588
-0.1134,-0.01557601628735331
-0.1132,-0.016376016287353475
-0.113,-0.017176016287353196
-0.11280000000000001,-0.0179760162873533
-0.1126,-0.018776016287353463
-0.1124,-0.019576016287353188
-0.1122,-0.020376016287353416
-0.112,-0.0211760162873532
-0.11180000000000001,-0.021976016287353302
-0.1116,-0.022776016287353405
-0.1114,-0.023576016287353316
-0.1112,-0.02437601628735329
-0.111,-0.02517601628735327
-0.11080000000000001,-0.025976016287353305
-0.1106,-0.026776016287353408
-0.1104,-0.027576016287353382
-0.11019999999999999,-0.028376016287353294
-0.11,-0.029176016287353272
-0.10980000000000001,-0.029976016287353375
-0.1096,-0.030776016287353287
-0.1094,-0.031576016287353514
-0.10919999999999999,-0.03237601628735324
-0.109,-0.0331760162873534
-0.10880000000000001,-0.03397601628735325
-0.1086,-0.034776016287353224
-0.1084,-0.03557601628735339
-0.10819999999999999,-0.03637601628735311
-0.108,-0.03717601628735334
-0.1078,-0.037976016287353254
-0.1076,-0.03877601628735335
-0.1074,-0.039576016287353334
-0.1072,-0.04037601628735337
-0.107,-0.04117601628735322
-0.1068,-0.04197601628735332
-0.1066,-0.042776016287353356
-0.1064,-0.0435760162873534
-0.1062,-0.04437601628735331
-0.10600000000000001,-0.04517601628735335
-0.1058,-0.04597601628735332
-0.1056,-0.04677601628735349
-0.1054,-0.04757601628735334
-0.1052,-0.04837601628735344
-0.10500000000000001,-0.049176016287353165
-0.1048,-0.04997601628735333
-0.1046,-0.050776016287353495
-0.10439999999999999,-0.05157601628735321
-0.1042,-0.052376016287353444
-0.10400000000000001,-0.05317601628735317
-0.1038,-0.05397601628735333
-0.1036,-0.054776016287353305
-0.10339999999999999,-0.05557601628735347
-0.1032,-0.05637601628735332
-0.10300000000000001,-0.0571760162873533
-0.1028,-0.057976016287353334
-0.1026,-0.05877601628735344
-0.10239999999999999,-0.05957601628735328
-0.1022,-0.06037601628735345
-0.10200000000000001,-0.0611760162873533
-0.1018,-0.0619760162873534
-0.1016,-0.06277601628735331
-0.10139999999999999,-0.06357601628735354
-0.1012,-0.06437601628735326
-0.101,-0.06517601628735344
-0.1008,-0.0659760162873534
-0.1006,-0.06677601628735326
-0.1004,-0.06757601628735342
-0.1002,-0.06837601628735314
-0.1,-0.06917601628735337
-0.0998,-0.06997601628735328
-0.0996,-0.07077601628735339
-0.0994,-0.07157601628735336
-0.09920000000000001,-0.07237601628735327
-0.099,-0.07317601628735325
-0.0988,-0.07397601628735335
-0.0986,-0.07477601628735339
-0.0984,-0.07557601628735343
-0.09820000000000001,-0.07637601628735334
-0.098,-0.07717601628735325
-0.0978,-0.07797601628735341
-0.09759999999999999,-0.07877601628735358
-0.0974,-0.07957601628735324
-0.0972,-0.08037601628735354
-0.097,-0.08117601628735319
-0.0968,-0.08197601628735336
-0.0966,-0.08277601628735352
-0.0964,-0.08357601628735319
-0.0962,-0.08437601628735347
-0.096,-0.08517601628735313
-0.0958,-0.0859760162873533
-0.0956,-0.08677601628735333
-0.0954,-0.08757601628735337
-0.0952,-0.08837601628735328
-0.095,-0.08917601628735332
-0.0948,-0.08997601628735337
-0.0946,-0.0907760162873534
-0.0944,-0.09157601628735344
-0.0942,-0.09237601628735335
-0.094,-0.09317601628735327
-0.0938,-0.09397601628735343
-0.0936,-0.09477601628735334
-0.0934,-0.0955760162873535
-0.0932,-0.09637601628735329
-0.093,-0.09717601628735346
-0.0928,-0.09797601628735338
-0.0926,-0.09877601628735329
-0.0924,-0.09957601628735345
-0.0922,-0.10037601628735311
-0.092,-0.1011760162873534
-0.0918,-0.10197601628735331
-0.0916,-0.10277601628735347
-0.0914,-0.10357601628735326
-0.0912,-0.1043760162873533
-0.091,-0.10517601628735321
-0.0908,-0.10597601628735324
-0.0906,-0.10677601628735342
-0.0904,-0.10757601628735346
-0.0902,-0.10837601628735337
-0.09,-0.1091760162873534
-0.0898,-0.10997601628735319
-0.0896,-0.11077601628735335
-0.0894,-0.11157601628735327
-0.0892,-0.11237601628735357
-0.089,-0.11317601628735321
-0.0888,-0.11397601628735339
-0.0886,-0.11477601628735355
-0.0884,-0.11557601628735321
-0.0882,-0.11637601628735338
-0.088,-0.11717601628735329
-0.0878,-0.11797601628735332
-0.0876,-0.11877601628735336
-0.0874,-0.1195760162873534
-0.0872,-0.12037601628735331
-0.087,-0.12117601628735335
-0.0868,-0.12197601628735326
-0.0866,-0.12277601628735343
-0.0864,-0.12357601628735335
-0.0862,-0.12437601628735338
-0.086,-0.12517601628735328
-0.0858,-0.12597601628735333
-0.0856,-0.12677601628735338
-0.0854,-0.12757601628735354
-0.0852,-0.12837601628735332
-0.085,-0.12917601628735348
-0.0848,-0.12997601628735314
-0.0846,-0.1307760162873533
-0.0844,-0.13157601628735346
-0.0842,-0.13237601628735327
-0.084,-0.13317601628735343
-0.0838,-0.13397601628735334
-0.0836,-0.1347760162873534
-0.0834,-0.1355760162873534
-0.0832,-0.13637601628735332
-0.083,-0.13717601628735324
-0.0828,-0.1379760162873533
-0.08259999999999999,-0.13877601628735345
-0.0824,-0.13957601628735336
-0.0822,-0.14037601628735338
-0.082,-0.1411760162873533
-0.0818,-0.14197601628735335
-0.0816,-0.1427760162873534
-0.0814,-0.1435760162873533
-0.0812,-0.14437601628735347
-0.081,-0.14517601628735324
-0.0808,-0.1459760162873534
-0.0806,-0.14677601628735332
-0.0804,-0.14757601628735323
-0.0802,-0.1483760162873534
-0.08,-0.14917601628735305
-0.0798,-0.14997601628735335
-0.0796,-0.15077601628735326
-0.0794,-0.15157601628735343
-0.07919999999999999,-0.15237601628735334
-0.079,-0.1531760162873534
-0.0788,-0.1539760162873533
-0.0786,-0.15477601628735332
-0.0784,-0.15557601628735337
-0.0782,-0.1563760162873534
-0.078,-0.1571760162873533
-0.0778,-0.15797601628735336
-0.0776,-0.1587760162873534
-0.0774,-0.15957601628735332
-0.0772,-0.16037601628735323
-0.077,-0.1611760162873535
-0.0768,-0.16197601628735317
-0.0766,-0.16277601628735333
-0.0764,-0.1635760162873535
-0.0762,-0.16437601628735315
-0.076,-0.16517601628735346
-0.07579999999999999,-0.16597601628735337
-0.0756,-0.16677601628735328
-0.0754,-0.16757601628735333
-0.0752,-0.16837601628735335
-0.075,-0.16917601628735326
-0.0748,-0.16997601628735332
-0.0746,-0.17077601628735334
-0.0744,-0.1715760162873535
-0.0742,-0.1723760162873533
-0.074,-0.17317601628735346
-0.0738,-0.17397601628735324
-0.0736,-0.17477601628735343
-0.07339999999999999,-0.17557601628735334
-0.0732,-0.1763760162873536
-0.073,-0.17717601628735327
-0.0728,-0.17797601628735343
-0.0726,-0.17877601628735335
-0.0724,-0.17957601628735326
-0.0722,-0.18037601628735342
-0.072,-0.18117601628735322
-0.0718,-0.18197601628735338
-0.0716,-0.1827760162873533
-0.0714,-0.18357601628735334
-0.0712,-0.18437601628735337
-0.071,-0.18517601628735328
-0.0708,-0.18597601628735333
-0.0706,-0.18677601628735335
-0.0704,-0.1875760162873534
-0.0702,-0.18837601628735343
-0.06999999999999999,-0.18917601628735334
-0.0698,-0.1899760162873534
-0.0696,-0.19077601628735344
-0.0694,-0.19157601628735335
-0.0692,-0.19237601628735326
-0.069,-0.19317601628735354
-0.0688,-0.1939760162873532
-0.0686,-0.19477601628735336
-0.0684,-0.19557601628735352
-0.0682,-0.19637601628735318
-0.068,-0.19717601628735335
-0.0678,-0.19797601628735326
-0.0676,-0.1987760162873533
-0.0674,-0.19957601628735336
-0.0672,-0.20037601628735338
-0.067,-0.2011760162873533
-0.0668,-0.20197601628735334
-0.06659999999999999,-0.20277601628735337
-0.0664,-0.20357601628735342
-0.0662,-0.20437601628735344
-0.066,-0.20517601628735335
-0.0658,-0.20597601628735326
-0.0656,-0.20677601628735331
-0.0654,-0.20757601628735337
-0.0652,-0.20837601628735353
-0.065,-0.2091760162873533
-0.0648,-0.20997601628735346
-0.0646,-0.21077601628735312
-0.0644,-0.21157601628735329
-0.0642,-0.21237601628735345
-0.064,-0.2131760162873531
-0.0638,-0.2139760162873534
-0.0636,-0.21477601628735332
-0.0634,-0.21557601628735348
-0.06319999999999999,-0.21637601628735328
-0.063,-0.2171760162873533
-0.0628,-0.21797601628735322
-0.0626,-0.21877601628735327
-0.0624,-0.21957601628735343
-0.062200000000000005,-0.22037601628735345
-0.062,-0.22117601628735337
-0.061799999999999994,-0.22197601628735342
-0.0616,-0.2227760162873532
-0.061399999999999996,-0.22357601628735338
-0.061200000000000004,-0.2243760162873533
-0.061,-0.22517601628735356
-0.06079999999999999,-0.22597601628735323
-0.0606,-0.2267760162873534
-0.060399999999999995,-0.22757601628735355
-0.060200000000000004,-0.2283760162873532
-0.06,-0.22917601628735337
-0.05979999999999999,-0.22997601628735342
-0.0596,-0.23077601628735334
-0.059399999999999994,-0.2315760162873534
-0.0592,-0.2323760162873534
-0.059,-0.23317601628735332
-0.058800000000000005,-0.23397601628735323
-0.0586,-0.23477601628735328
-0.058399999999999994,-0.23557601628735345
-0.0582,-0.23637601628735336
-0.057999999999999996,-0.23717601628735338
-0.057800000000000004,-0.2379760162873533
-0.0576,-0.23877601628735334
-0.05739999999999999,-0.2395760162873534
-0.0572,-0.24037601628735342
-0.056999999999999995,-0.24117601628735333
-0.0568,-0.2419760162873535
-0.0566,-0.24277601628735315
-0.05639999999999999,-0.24357601628735331
-0.0562,-0.24437601628735348
-0.055999999999999994,-0.24517601628735314
-0.0558,-0.24597601628735344
-0.0556,-0.24677601628735335
-0.055400000000000005,-0.24757601628735326
-0.0552,-0.2483760162873533
-0.05499999999999999,-0.24917601628735334
-0.0548,-0.24997601628735325
-0.054599999999999996,-0.2507760162873533
-0.054400000000000004,-0.2515760162873533
-0.0542,-0.25237601628735334
-0.05399999999999999,-0.2531760162873534
-0.0538,-0.25397601628735333
-0.053599999999999995,-0.25477601628735336
-0.0534,-0.2555760162873534
-0.0532,-0.2563760162873533
-0.05299999999999999,-0.2571760162873536
-0.0528,-0.2579760162873533
-0.052599999999999994,-0.2587760162873534
-0.0524,-0.25957601628735333
-0.052199999999999996,-0.26037601628735324
-0.052000000000000005,-0.26117601628735343
-0.0518,-0.2619760162873532
-0.05159999999999999,-0.26277601628735336
-0.0514,-0.2635760162873533
-0.051199999999999996,-0.26437601628735347
-0.051000000000000004,-0.2651760162873532
-0.0508,-0.2659760162873534
-0.05059999999999999,-0.2667760162873533
-0.0504,-0.26757601628735334
-0.050199999999999995,-0.26837601628735336
-0.05,-0.26917601628735344
-0.0498,-0.26997601628735335
-0.04959999999999999,-0.27077601628735337
-0.0494,-0.2715760162873534
-0.049199999999999994,-0.2723760162873535
-0.049,-0.2731760162873532
-0.048799999999999996,-0.2739760162873535
-0.048600000000000004,-0.2747760162873532
-0.0484,-0.27557601628735334
-0.04819999999999999,-0.27637601628735353
-0.048,-0.27717601628735317
-0.047799999999999995,-0.27797601628735347
-0.0476,-0.27877601628735327
-0.0474,-0.2795760162873533
-0.04719999999999999,-0.2803760162873533
-0.047,-0.2811760162873534
-0.046799999999999994,-0.2819760162873533
-0.0466,-0.2827760162873533
-0.0464,-0.28357601628735335
-0.04619999999999999,-0.28437601628735354
-0.046,-0.2851760162873533
-0.045799999999999993,-0.2859760162873535
-0.0456,-0.2867760162873533
-0.045399999999999996,-0.2875760162873534
-0.045200000000000004,-0.2883760162873533
-0.045,-0.2891760162873535
-0.04479999999999999,-0.2899760162873533
-0.0446,-0.29077601628735344
-0.044399999999999995,-0.29157601628735336
-0.0442,-0.29237601628735327
-0.044,-0.29317601628735346
-0.04379999999999999,-0.2939760162873532
-0.0436,-0.2947760162873534
-0.043399999999999994,-0.2955760162873533
-0.0432,-0.2963760162873533
-0.043,-0.2971760162873534
-0.04279999999999999,-0.2979760162873533
-0.0426,-0.29877601628735334
-0.04239999999999999,-0.29957601628735336
-0.0422,-0.3003760162873534
-0.041999999999999996,-0.30117601628735347
-0.041800000000000004,-0.3019760162873534
-0.0416,-0.3027760162873534
-0.04139999999999999,-0.3035760162873534
-0.0412,-0.30437601628735333
-0.040999999999999995,-0.3051760162873534
-0.0408,-0.30597601628735355
-0.0406,-0.30677601628735324
-0.04039999999999999,-0.30757601628735337
-0.0402,-0.30837601628735356
-0.039999999999999994,-0.3091760162873532
-0.0398,-0.3099760162873534
-0.039599999999999996,-0.3107760162873533
-0.039400000000000004,-0.3115760162873533
-0.0392,-0.31237601628735334
-0.03899999999999999,-0.3131760162873534
-0.0388,-0.31397601628735333
-0.038599999999999995,-0.31477601628735336
-0.038400000000000004,-0.31557601628735327
-0.0382,-0.3163760162873534
-0.03799999999999999,-0.3171760162873535
-0.0378,-0.3179760162873534
-0.037599999999999995,-0.3187760162873533
-0.0374,-0.3195760162873533
-0.0372,-0.32037601628735335
